id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
655373,2025-01-16,quinta-feira,06:40:00,RJ,40,83,PETROPOLIS,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Nublado,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-22.51910302,-43.22873364,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
656615,2025-01-18,sábado,23:07:00,RJ,40,94,PETROPOLIS,Demais falhas mecânicas ou elétricas,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva;Declive,Sim,1,0,1,0,0,0,1,1,-22.55763285,-43.26574352,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
657527,2025-01-26,domingo,15:30:00,RJ,40,92,PETROPOLIS,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva;Declive,Não,2,0,1,0,1,0,1,1,-22.55191954,-43.25068815,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
667830,2025-03-17,segunda-feira,10:40:00,RJ,40,60.9,PETROPOLIS,Acumulo de água sobre o pavimento,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Curva;Aclive,Não,1,0,0,0,1,0,0,1,-22.402563,-43.137981,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
668294,2025-03-19,quarta-feira,15:30:00,RJ,40,71,PETROPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,-22.5379795,-43.2231173,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
669261,2025-03-24,segunda-feira,11:55:00,RJ,40,89,PETROPOLIS,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Reta;Aclive,Não,1,0,0,0,1,0,0,1,-22.5551883,-43.2358517,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
669753,2025-03-26,quarta-feira,16:30:00,RJ,40,36.5,PETROPOLIS,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-22.2855168,-43.122688,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
672111,2025-04-07,segunda-feira,00:45:00,RJ,495,24,PETROPOLIS,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Curva,Não,6,0,1,0,5,0,1,3,-22.2789632,-43.1259648,SPRF-RJ,DEL05-RJ,UOP02-DEL05-RJ
686264,2025-04-20,domingo,15:10:00,RJ,40,94,PETROPOLIS,Pista Escorregadia,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Declive;Curva,Não,4,0,1,0,3,0,1,4,-22.54264951,-43.22356087,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
687365,2025-04-26,sábado,01:00:00,RJ,40,83,PETROPOLIS,Demais falhas mecânicas ou elétricas,Colisão com objeto,Sem Vítimas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,1,0,0,0,1,0,0,1,-22.5284686,-43.2228239,SPRF-RJ,DEL01-RJ,UOP01-DEL01-RJ
